pinyin_key	candidate
niaoercafenanceding	urine catecholamine determination
niaoerchafenanceding	urine catecholamine determination
niaoerchafenancheding	urine catecholamine determination
niaoerchafenganceding	urine catecholamine determination
niaohouyuli	dribble of urine
niaohouyuni	dribble of urine
niaohu	urine bottle
niaojimei	urine plasminogen activator
niaoliang	urine output
niaoliang	urine volume
niaoliugaidaoshu	diversion of urine
niaoliugaidaosu	diversion of urine
niaoniang	urine output
niaoniang	urine volume
niaoniugaidaoshu	diversion of urine
niaonongshuoshiyan	urine concentration test
niaonongshuoshiyan	urine concentration test letter
niaonongsuoshiyan	urine concentration test
niaonongsuoshiyan	urine concentration test letter
niaonongsuosiyan	urine concentration test
niaonongsuosiyan	urine concentration test letter
niaopaichuliang	urine output
niaopaichuniang	urine output
niaopaiculiang	urine output
niaopeiyang	urine culture
niaopin	frequency of urine
niaoping	frequency of urine
niaorengshengshiyan	urine pregnancy test
niaorensensiyan	urine pregnancy test
niaorenshenshiyan	urine pregnancy test
niaosanbeishiyan	urine threeglass test
niaosanbeisiyan	urine threeglass test
niaose	color of urine
niaose	urine color
niaosentouya	osmotic pressure of urine
niaosentouya	urine osmotic pressure
niaoshanbeishiyan	urine threeglass test
niaoshe	color of urine
niaoshe	urine color
niaoshengtouya	osmotic pressure of urine
niaoshengtouya	urine osmotic pressure
niaoshentouya	osmotic pressure of urine
niaoshentouya	urine osmotic pressure
niaotang	glucose in urine
niaotang	urine glucose
niaotang	urine sugar
niaotangdingxingshiyan	qualitative test for glucose in urine
niaotangdingxingsiyan	qualitative test for glucose in urine
niaotangdingxinshiyan	qualitative test for glucose in urine
niaotongti	urine acetone bodies
niaowaisen	extravasation of urine
niaowaishen	extravasation of urine
niaowaisheng	extravasation of urine
niaoxinfushui	urine ascites
niaoxingfushui	urine ascites
niaoxingfusui	urine ascites
niaoyang	urine
niaoyang	urine sample
niaoyaonongdu	urine drug level
niaoye	urine
niaoyicang	urine abnormal
niaoyichang	urine abnormal
niaozhuliu	retention of urine
niaozhuliu	urine retention
niaozhuniu	retention of urine
niaozhuniu	urine retention
niaozuliu	retention of urine
niaozuliu	urine retention
nideshouzhi	fuck-you finger
nideshouzi	fuck-you finger
nidesouzhi	fuck-you finger
nidou	semen mucunae sempervirentis
niji	diarrhea
ninsuanyanniao	phosphate urine
ninzexu	Lin Zexu or Lin Tse-hsu "Commissioner Lin" (1785-1850), Qing official whose anti-opium activities led to first Opium war with Britain 1840-1842
niqingwa	strip slate
nitamade	fuck you
niubian	penis et testis bovis
niuchan	abortion
niuchan	elective abortion
niuke	penis et testis bovis
niulang	(slang) male prostitute
niuyueke	new york strip
niyong	fuck
njdts	rape of nanking
njm	urine plasminogen activator
njty	Treaty of Nanjing (1842) that concluded the First Opium War between Qing China and Britain
nlgds	diversion of urine
nnssy	urine concentration test
nnssy	urine concentration test letter
nongbi	disuria and urine retention
nongbi	illness having to do with obstruction of urine flow
nongbi	retention of urine
nouniao	leakage of urine
nouti	naked
npcl	urine output
npy	urine culture
nrssy	urine pregnancy test
nsbsy	urine threeglass test
nsq	rumble strip
nsty	osmotic pressure of urine
nsty	urine osmotic pressure
ntdxsy	qualitative test for glucose in urine
ntmd	fuck you
nts	nyotaimori or "body sushi", Japanese practice of serving sushi on the body of a naked woman
ntt	urine acetone bodies
nuan	(old) penis
nuan	penis
nuannong	fuck about with
nubian	deer penis and testes
nubian	penis cervi
nubian	penis et testis cervi
nuedai	torture
nuedaiertong	torture of children
nuesha	torture-murder
nunbao	to gang rape
nunjian	gang rape
nunjian	gang-rape
nunjian	pack rape
nunjian	to gang rape
nuoben	nude run
nuoben	nude runs
nuoben	to streak (run naked)
nuobotiao	preserved radish strip
nuocheng	to become naked
nuodiannan	naked cable
nuoguan	naked pipe
nuohun	lit. naked wedding
nuohun	naked marriage
nuoji	naked machine
nuomaikong	naked short selling
nuomaikong	naked short-selling
nuomaikong	naked shorting
nuomo	nude model
nuoni	naked carp
nuonu	naked
nuonv	naked lady
nuonv	naked-lady
nuoshen	naked-tailed
nuoshi	naked eyes
nuoshi	naked-eyes
nuoshu	naked mole rat
nuoshu	naked mole rats
nuoshu	naked mouse
nuoshu	nude mice
nuotan	naked
nuoti	body double (in nude scenes)
nuoti	get naked
nuoti	naked
nuoti	nude
nuoti	strip-jack-naked
nuoti	the nude
nuotihua	nude
nuotihua	nude painting
nuotiwu	naked dance
nuoxi	nude scene (in a movie)
nuoxiang	nude
nuoxiang	nude (painting, sculpture etc)
nuoyan	naked eye
nuoyan	naked-eye
nuoyanshini	naked vision
nuoyanshini	naked visual acuity
nuoyanshini	visible to the naked eye
nuoyanshu	naked mole rat
nuoyuanzi	nude atom
nuozhao	nude photograph
nuozhuang	in nude
nutan	naked
nutiankaicai	strip mining
nutiankaicai	strip minings
nutiankaicai	strip-mine
nutiankaicai	strip-mined
nutiankaicai	strip-minings
nutiankuang	strip mine
nutiankuang	strip mines
nutiankuang	strip ours
nutiankuang	strip-mines
nutiankuanggong	strip miner
nutisheng	nyotaimori or "body sushi", Japanese practice of serving sushi on the body of a naked woman
nuxing	orgasm balls
nuyindai	recorder strip
nv	orgasm balls
nvdou	semen phaseoli
nvdou	semen vignae radiatae
nvedai	torture
nvedaiertong	torture of children
nveduo	rape
nvesa	torture-murder
nvesha	torture-murder
nvpian	aluminium strip
nvtiao	aluminum strip
nvtiseng	nyotaimori or "body sushi", Japanese practice of serving sushi on the body of a naked woman
nvtishen	nyotaimori or "body sushi", Japanese practice of serving sushi on the body of a naked woman
nvtisheng	nyotaimori or "body sushi", Japanese practice of serving sushi on the body of a naked woman
nvxin	orgasm balls
nvxing	orgasm balls
nws	extravasation of urine
nxfs	urine ascites
nxp	(dialect) fuck!
ny	urine
nyc	urine abnormal
nyk	new york strip
nynd	urine drug level
nzl	retention of urine
nzl	urine retention
paidui	strip parties
pailiao	pass urine
painiao	pass urine
paixie	to excrete (urine, sweat etc)
paixiewu	feces
paiyi	feces
pangdahai	semen sterculiae lychnophorae
pangdahai	semen sterculiae scaphigerae
pangdahai	sterculiae lychnophorae semen
pao	classifier for urine or feces
paodu	(coll.) to have diarrhea
paoluo	the hot pillar (ancient Chinese torture instrument)
paonuo	the hot pillar (ancient Chinese torture instrument)
paoyou	fuck buddies
paoyou	fuck buddy
pdh	semen sterculiae lychnophorae
pdh	semen sterculiae scaphigerae
pdh	sterculiae lychnophorae semen
peixibao	gametoid genital cells
peixibao	genital cells
pgd	flat strip steel
piao	to visit a prostitute
piaoji	to visit a prostitute
piaoji	whore
piaoke	whore master
piaoke	whore mongering
piaoke	whore-master
piaoke	whore-monger
piaozhi	prostitute's fee for service
piaozi	prostitute's fee for service
pidai	applicator strip
pige	leather strip
pingangdai	flat strip steel
pinggangdai	flat strip steel
pingrouyan	with the naked eye
pinrouyan	with the naked eye
pitiao	leather strip
pitui	facesitting
pixuxie	splenoasthenic diarrhea
pixuxiexie	splenasthenic diarrhea
pn	pass urine
pohuai	rape
poyanhua	low-class prostitute
pry	with the naked eye
pujie	fuck you! (Cantonese)
pxb	gametoid genital cells
pxb	genital cells
pxw	feces
pxx	splenoasthenic diarrhea
pxxx	splenasthenic diarrhea
pyh	low-class prostitute
qb	rape
qdb	to have sex with a prostitute
qdcz	to obtain confessions under torture
qhx	diarrhea with cold
qiangbao	rape
qiangbao	to rape
qiangduo	rape
qiangjian	a-rape
qiangjian	forcible rape
qiangjian	out-rape
qiangjian	rape
qiangjian	to rape
qiangjianan	rape
qiangjianfulv	statutory-rape
qiangjianfunu	statutory-rape
qiangjianfunv	statutory-rape
qiangjiansaren	rape-murder
qiangjiansharen	rape-murder
qiangjianshareng	rape-murder
qiangjianweishui	attempted rape
qiangjianweisui	attempted rape
qiangjianwo	rape me
qiangjianzhui	offence of rape
qiangjianzhui	rape
qiangjianzui	offence of rape
qiangjianzui	rape
qianhou	urine and feces
qianjingzi	semen euphorbiae
qianjingzi	semen euphorbiae lathyridis
qianjingzi	semen lathyridis
qianjinzhi	semen euphorbiae
qianjinzhi	semen euphorbiae lathyridis
qianjinzhi	semen lathyridis
qianjinzi	semen euphorbiae
qianjinzi	semen euphorbiae lathyridis
qianjinzi	semen lathyridis
qianliexianlang	vagina masculina
qianliexiannang	vagina masculina
qianliuzi	semen pharbitidis
qianniexiannang	vagina masculina
qianniuzhi	semen pharbitidis
qianniuzi	semen pharbitidis
qianshi	Semen euryales (botany)
qianshi	euryales semen
qianshi	semen euryales
qianshi	semen eutyales
qianshu	prostitute
qiansi	Semen euryales (botany)
qiansi	euryales semen
qiansi	semen euryales
qiansi	semen eutyales
qiansu	prostitute
qiantiao	lead strip
qiantiao	strip of lead
qianwaicexin	sperm fontanellen
qianwaicexing	sperm fontanellen
qianwaichexin	sperm fontanellen
qiaodabei	to have sex with a prostitute
qiaoxiaobei	to be masturbated by a prostitute
qiaozhongbei	to receive oral sex from a prostitute
qiaozongbei	to receive oral sex from a prostitute
qiefu	harakiri (formal Japanese: seppuku), a samurai's suicide by disemboweling
qieke	semen hyosyami
qieliaoji	strip knife
qieniaoji	strip knife
qihanxie	diarrhea with cold
qiluocang	takeoff and landing strip
qiluochang	takeoff and landing strip
qingke	chinese naked oat fruit
qingke	naked oat fruit
qingseng	a suicide
qingseng	to commit suicide
qingshen	a suicide
qingshen	to commit suicide
qingsheng	a suicide
qingsheng	to commit suicide
qingtongpian	bronze strip
qingxiangzhi	semen celosiae argenteae
qingxiangzi	semen celosiae argenteae
qinke	chinese naked oat fruit
qinke	naked oat fruit
qinsheng	a suicide
qinsheng	to commit suicide
qintongpian	bronze strip
qinuochang	takeoff and landing strip
qinxiangzi	semen celosiae argenteae
qiongzhitiao	agar strip
qiongzitiao	agar strip
qishuke	semen pistaciae verae
qisuke	semen pistaciae verae
qitangliaobing	maple sugar urine disease
qitangliaobing	maple syrup urine disease
qitangliaobing	maple syrup urine diseases
qitangniaobin	maple sugar urine disease
qitangniaobin	maple syrup urine disease
qitangniaobin	maple syrup urine diseases
qitangniaobing	maple sugar urine disease
qitangniaobing	maple syrup urine disease
qitangniaobing	maple syrup urine diseases
qiu	penis
qiuqian	quigley
qj	rape
qja	rape
qjfn	statutory-rape
qjsr	rape-murder
qjw	rape me
qjws	attempted rape
qjz	rape
qlc	takeoff and landing strip
qlxn	vagina masculina
qnd	fuck a duck
qnd	fuck you
qnd	fuck-a-duck
qnz	semen pharbitidis
qsk	semen pistaciae verae
qtj	semen capparis versicoloris
qtnb	maple sugar urine disease
qtnb	maple syrup urine disease
qtnb	maple syrup urine diseases
qtp	bronze strip
qudacengzhao	to obtain confessions under torture
qudachengzao	to obtain confessions under torture
qudachengzhao	to obtain confessions under torture
qudachenzhao	to obtain confessions under torture
qudiao	to strip out
qujie	torture
qulide	fuck a duck
qulide	fuck you
qulide	fuck-a-duck
qunide	fuck a duck
qunide	fuck you
qunide	fuck-a-duck
qwcx	sperm fontanellen
qxb	to be masturbated by a prostitute
qxz	semen celosiae
qzb	to receive oral sex from a prostitute
qzt	agar strip
rb	penis
rc	to torture
rc	torture
rcxs	pregnancy urine hormone
rcxs	pregnancy-urine hormone
rdk	myristicae semen
rdk	semen myristicae
rejiepangliu	diarrhea with retention
rejiepangniu	diarrhea with retention
renfenliao	human-animal faces and urine
renfenniao	human-animal faces and urine
rengfengniao	human-animal faces and urine
renggongliuchan	provocated abortion
rengongliucan	provocated abortion
rengongliuchan	provocated abortion
rengongniuchan	provocated abortion
rengshi	(human) penis (TCM)
rengshi	penis
rengzhongbai	human urine sediment
renshi	(human) penis (TCM)
renshi	penis
rensi	(human) penis (TCM)
rensi	penis
renzhongbai	human urine sediment
renzongbai	human urine sediment
rfn	human-animal faces and urine
rglc	provocated abortion
rjpl	diarrhea with retention
rl	abortion
rm	torture
rmn	chylolus urine
rmn	chylous urine
rmx	chylous diarrhea
rongchuxingsu	pregnancy urine hormone
rongchuxingsu	pregnancy-urine hormone
rongcuxingshu	pregnancy urine hormone
rongcuxingshu	pregnancy-urine hormone
rongcuxingsu	pregnancy urine hormone
rongcuxingsu	pregnancy-urine hormone
rongcuxinsu	pregnancy urine hormone
rongcuxinsu	pregnancy-urine hormone
rouchuo	to torture
rouchuo	torture
roucuo	to torture
roucuo	torture
roudoukou	myristicae semen
roudoukou	semen myristicae
roulin	rape
rouling	rape
roumo	to torture
roumo	torture
rounin	rape
rouyan	naked eye
rouyan	naked eyes
rouyan	naked-eye
rouyan	naked-eyes
rouyan	the naked eye
rouyanguanca	observation by naked eye
rouyanguance	naked-eye observation
rouyanguancha	observation by naked eye
rouyanguanche	naked-eye observation
rouyankejian	apparent to the naked eye
rouyankejiande	visible to the naked eye
rr	fuck
rs	penis
ruanbian	soft feces
rumiliao	chylolus urine
rumiliao	chylous urine
ruminiao	chylolus urine
ruminiao	chylous urine
rumixie	chylous diarrhea
rurou	fuck
rurou	to fuck
ry	naked eye
rygc	naked-eye observation
rygc	observation by naked eye
rykj	apparent to the naked eye
rykjd	visible to the naked eye
rzb	human urine sediment
sancashenjingtong	facial torture
sanchasenjingtong	facial torture
sanchashengjingtong	facial torture
sanchashenjingtong	facial torture
sanchashenjintong	facial torture
sandianquanlu	(slang) naked
sandianquanlu	naked
sandianquanlu	nude
sandianquannu	(slang) naked
sandianquannu	naked
sandianquannu	nude
sangdianjie	strip mall
sangdianjie	strip-mall
sangtou	(of a prostitute) to receive a patron for the first time
sangtuxiaxie	to vomit and have diarrhea
sangtuxiaxie	vomiting and diarrhea
sangyejie	commercial strip
sanhetao	semen caryae cathayensis
sanjiaojiaotiao	apex strip
sanque	tit fuck
sanxin	penis and scrota
sanxing	penis and scrota
sanzhuyu	semen corni
sao	smell of urine
saomiaoxian	picture strip
saomiaoxian	scanning strip
saoqi	smell of urine
saotan	to burn charcoal (often a reference to suicide by carbon monoxide poisoning)
saren	fructus seu semen amomi
sazhuzaiyang	to kill the pigs and slaughter the sheep (idiom)
scgt	stopping diarrhea with astringents
scsjt	facial torture
sczx	relieving diarrhea with astringents
sczx	stopping diarrhea with astringents
sdj	strip mall
sdj	strip-mall
sdql	(slang) naked
sdql	naked
sdql	nude
secanggutuo	stopping diarrhea with astringents
secangzhixie	relieving diarrhea with astringents
secangzhixie	stopping diarrhea with astringents
sechanggutuo	stopping diarrhea with astringents
sechangzhixie	relieving diarrhea with astringents
sechangzhixie	stopping diarrhea with astringents
sechangzixie	relieving diarrhea with astringents
sechangzixie	stopping diarrhea with astringents
sedai	color strip
sedai	colour strip
senchi	tear a strip off
senfengtegongdui	kamikaze unit (Japanese corps of suicide pilots in World War II)
senfengtujidui	kamikaze unit (Japanese corps of suicide pilots in World War II)
sengjiangdai	runway strip
sengzhijiejie	genital fubercle
sengzhijiejie	genital tubecle
sengzhikong	genital ostium
sengzhikong	genital pores
sengzhiqi	genital organ
sengzhiqi	genital organs
sengzhiqi	genital part
sengzhiqi	genital stage
sengzhiqiguan	genital organ external genital organ
sengzhixian	genital gianas
sengzhixian	genital gland
sengzhixibao	gametoid genital cells
sengzhixibao	genital cell
sengzhixibao	genital cells
sennv	prostitute
sennv	prostitute (slang)
sensu	tear off a strip
seqindianyin	hard porn
seqingdianying	hard porn
seqingmingxing	porn star
seqingmingxing	porn-star
seqingye	porn business
seqingzhuopin	porn
seqingzuopin	porn
seqingzuoping	porn
seqinminxin	porn star
seqinminxin	porn-star
seqinye	porn business
seqinzuopin	porn
sftgd	kamikaze unit (Japanese corps of suicide pilots in World War II)
sftjd	kamikaze unit (Japanese corps of suicide pilots in World War II)
shanchashenjingtong	facial torture
shandianquanlu	(slang) naked
shandianquanlu	naked
shandianquanlu	nude
shangdianjie	strip mall
shangdianjie	strip-mall
shangtou	(of a prostitute) to receive a patron for the first time
shangtuxiaxie	to vomit and have diarrhea
shangtuxiaxie	vomiting and diarrhea
shangyejie	commercial strip
shanhetao	semen caryae cathayensis
shanjiaojiaotiao	apex strip
shanque	tit fuck
shanzhuyu	semen corni
shanzuyu	semen corni
shaomiaoxian	picture strip
shaomiaoxian	scanning strip
shaoqi	smell of urine
shaosuo	tana
shaotan	to burn charcoal (often a reference to suicide by carbon monoxide poisoning)
sharen	fructus seu semen amomi
shareng	fructus seu semen amomi
shazhuzaiyang	to kill the pigs and slaughter the sheep (idiom)
shazhuzhaiyang	to kill the pigs and slaughter the sheep (idiom)
shazuzaiyang	to kill the pigs and slaughter the sheep (idiom)
shechanggutuo	stopping diarrhea with astringents
shechangzhixie	relieving diarrhea with astringents
shechangzhixie	stopping diarrhea with astringents
shedai	color strip
shedai	colour strip
shenchi	tear a strip off
shenci	tear a strip off
shenfengtegongdui	kamikaze unit (Japanese corps of suicide pilots in World War II)
shenfengtujidui	kamikaze unit (Japanese corps of suicide pilots in World War II)
shenfentegongdui	kamikaze unit (Japanese corps of suicide pilots in World War II)
shenfentujidui	kamikaze unit (Japanese corps of suicide pilots in World War II)
shengdanshu	hollie
shengfengtegongdui	kamikaze unit (Japanese corps of suicide pilots in World War II)
shengfengtujidui	kamikaze unit (Japanese corps of suicide pilots in World War II)
shengjiangdai	runway strip
shengnv	prostitute
shengnv	prostitute (slang)
shengsu	tear off a strip
shengzhijiejie	genital fubercle
shengzhijiejie	genital tubecle
shengzhikong	genital ostium
shengzhikong	genital pores
shengzhiqi	genital organ
shengzhiqi	genital organs
shengzhiqi	genital part
shengzhiqi	genital stage
shengzhiqiguan	genital organ external genital organ
shengzhixian	genital gianas
shengzhixian	genital gland
shengzhixibao	gametoid genital cells
shengzhixibao	genital cell
shengzhixibao	genital cells
shengzijiejie	genital fubercle
shengzijiejie	genital tubecle
shengzikong	genital ostium
shengzikong	genital pores
shengziqi	genital organ
shengziqi	genital organs
shengziqi	genital part
shengziqi	genital stage
shengziqiguan	genital organ external genital organ
shengzixian	genital gianas
shengzixian	genital gland
shengzixibao	gametoid genital cells
shengzixibao	genital cell
shengzixibao	genital cells
shenjiangdai	runway strip
shenlv	prostitute
shenlv	prostitute (slang)
shennu	prostitute
shennu	prostitute (slang)
shennv	prostitute
shennv	prostitute (slang)
shenshu	tear off a strip
shensu	tear off a strip
shenzhijiejie	genital fubercle
shenzhijiejie	genital tubecle
shenzhikong	genital ostium
shenzhikong	genital pores
shenzhiqi	genital organ
shenzhiqi	genital organs
shenzhiqi	genital part
shenzhiqi	genital stage
shenzhiqiguan	genital organ external genital organ
shenzhixian	genital gianas
shenzhixian	genital gland
shenzhixibao	gametoid genital cells
shenzhixibao	genital cell
shenzhixibao	genital cells
sheqingdianying	hard porn
sheqingmingxing	porn star
sheqingmingxing	porn-star
sheqingye	porn business
sheqingzuopin	porn
shibai	abortion
shidai	ornamental strip
shihaomeiyou	fuck-all
shijianbiao	milestone
shiliuzhi	semen punicae
shiliuzhi	semen punicae granati
shiliuzi	semen punicae granati
shilubi	Snoopy (comic strip pet dog)
shilv	a woman with a hypoplastic vagina
shilv	congenital stricture of vagina
shilv	female suffering absence or atresia of vagina (as birth defect)
shiniuzi	semen punicae granati
shinu	congenital stricture of vagina
shinu	female suffering absence or atresia of vagina (as birth defect)
shinubi	Snoopy (comic strip pet dog)
shinv	a woman with a hypoplastic vagina
shinv	congenital stricture of vagina
shinv	female suffering absence or atresia of vagina (as birth defect)
shipai	test strip
shiqu	strip of
shiren	congenital stricture of vagina
shireng	congenital stricture of vagina
shitongku	torture
shitongku	torture'
shiyanpian	test strip
shiyou	condyloma (genital wart of viral origin)
shizhi	reagent strip
shizhihuake	bird rape seed
shizhihuake	herba seu semen erysimi aurantiaci
shizhihuake	semen brassicae integrifoliae
shizhihuake	semen lepidii affinis
shizhihuake	semen lepidii apetali
shizhihuake	semen lepidii ruderalis
shizhihuake	semen raphani sativi
shizhihuake	semen thlaspis arvensis
shizhu	phyllostachys nude mcclure
shizhuke	semen vaccariae segetalis
shizihuake	bird rape seed
shizihuake	herba seu semen erysimi aurantiaci
shizihuake	semen brassicae integrifoliae
shizihuake	semen lepidii affinis
shizihuake	semen lepidii apetali
shizihuake	semen lepidii ruderalis
shizihuake	semen raphani sativi
shizihuake	semen thlaspis arvensis
shizuke	semen vaccariae segetalis
shmy	fuck-all
shoujin	semen deposition
shoujin	to deposit semen
shoujin	to receive sperm
shoujing	semen deposition
shoujing	to deposit semen
shoujing	to receive sperm
shoujinglang	sperm receptacles
shoujingnang	sperm receptacles
shoujinnang	sperm receptacles
shoulan	to suffer (e.g. under torture)
shouliandai	convergence strip
shouliandai	strip of convergence
shoulianzhixie	astringing to stop diarrhea
shoulianzixie	astringing to stop diarrhea
shounan	to suffer (e.g. under torture)
shouniandai	convergence strip
shouniandai	strip of convergence
shounianzhixie	astringing to stop diarrhea
shuangjingshudai	bi-metal strip
shuangjingshutiao	bimetal strip
shuangjingshutiao	bimetallic strip
shuangjinshudai	bi-metal strip
shuangjinshutiao	bimetal strip
shuangjinshutiao	bimetallic strip
shuangjinsudai	bi-metal strip
shuangjinsutiao	bimetal strip
shuangjinsutiao	bimetallic strip
shuangyan	naked eyes
shuanzaoren	semen ziziphi spinoae
shuanzaoren	semen ziziphi spinosae
shuanzaoren	semen zizyphi spinosae
shuanzaoren	ziziphi spinosi semen
shuanzaoren	zizyphi spinosi semen
shuchang	to visit a prostitute
shuixie	watery diarrhea
shuixin	water torture
shuixin	water-boarding (torture)
shuixing	water torture
shuixing	water-boarding (torture)
shujingguan	sperm duct
shujingguan	sperm-duct
shujinguan	sperm duct
shujinguan	sperm-duct
shuli	erection
shuliaotiao	plastic strip
shulong	(old) to deflorate a prostitute
shuni	erection
shunong	(old) to deflorate a prostitute
shupian	naked tablet
sibai	abortion
sihaomeiyou	fuck-all
siliuzi	semen punicae granati
sinubi	Snoopy (comic strip pet dog)
sinv	a woman with a hypoplastic vagina
sinv	congenital stricture of vagina
sinv	female suffering absence or atresia of vagina (as birth defect)
sipai	test strip
sitongku	torture
sitongku	torture'
siyanpian	test strip
siyou	condyloma (genital wart of viral origin)
sizhu	phyllostachys nude mcclure
sizhuke	semen vaccariae segetalis
sizihuake	bird rape seed
sizihuake	herba seu semen erysimi aurantiaci
sizihuake	semen brassicae integrifoliae
sizihuake	semen lepidii affinis
sizihuake	semen lepidii apetali
sizihuake	semen lepidii ruderalis
sizihuake	semen raphani sativi
sizihuake	semen thlaspis arvensis
sjg	sperm-duct
sjjt	apex strip
sjn	sperm receptacles
sjsd	bi-metal strip
sjst	bimetal strip
sjst	bimetallic strip
slzx	astringing to stop diarrhea
smx	picture strip
smx	scanning strip
sn	prostitute
snb	Snoopy (comic strip pet dog)
song	(coll.) semen
song	semen
songguoti	penis cerebri
songke	semen pini koraiensis
soujing	semen deposition
soujing	to deposit semen
soujing	to receive sperm
soujingnang	sperm receptacles
souliandai	convergence strip
souliandai	strip of convergence
soulianzhixie	astringing to stop diarrhea
sounan	to suffer (e.g. under torture)
sqdy	hard porn
sqmx	porn star
sqmx	porn-star
sqy	porn business
sqzp	porn
stk	torture
stk	torture'
str	semen pruni davidianae
stxx	to vomit and have diarrhea
stxx	vomiting and diarrhea
suanzaoren	semen ziziphi spinoae
suanzaoren	semen ziziphi spinosae
suanzaoren	semen zizyphi spinosae
suanzaoren	ziziphi spinosi semen
suanzaoren	zizyphi spinosi semen
suanzaoreng	semen ziziphi spinoae
suanzaoreng	semen ziziphi spinosae
suanzaoreng	semen zizyphi spinosae
suanzaoreng	ziziphi spinosi semen
suanzaoreng	zizyphi spinosi semen
suanzhaoren	semen ziziphi spinoae
suanzhaoren	semen ziziphi spinosae
suanzhaoren	semen zizyphi spinosae
suanzhaoren	ziziphi spinosi semen
suanzhaoren	zizyphi spinosi semen
sucang	to visit a prostitute
suchang	to visit a prostitute
sui	urine
suixie	watery diarrhea
suixing	water torture
suixing	water-boarding (torture)
sujingguan	sperm duct
sujingguan	sperm-duct
suli	erection
suliaotiao	plastic strip
suniaotiao	plastic strip
sunong	(old) to deflorate a prostitute
sunsi	bamboo strip
suoying	to make the vagina tighter
supian	naked tablet
suzi	semen perillae acutae
syj	commercial strip
syp	test strip
szc	radix seu semen pittospori illicioidis
szd	genital
szhk	bird rape seed
szhk	herba seu semen erysimi aurantiaci
szhk	semen brassicae integrifoliae
szhk	semen lepidii affinis
szhk	semen lepidii apetali
szhk	semen lepidii ruderalis
szhk	semen raphani sativi
szhk	semen thlaspis arvensis
szjj	genital fubercle
szjj	genital tubecle
szjj	genital tubercle
szjj	genital tubercles
szk	genital aperture
szk	genital orifice
szk	genital orifices
szk	genital ostium
szk	genital pore
szk	genital pores
szq	genital
szq	genital atrium
szq	genital cavity
szq	genital chamber
szq	genital cloaca
szq	genital coelom
szq	genital organ
szq	genital organs
szq	genital part
szq	genital stage
szqg	genital organ external genital organ
szr	semen pini
szr	semen ziziphi spinoae
szr	semen ziziphi spinosae
szr	semen zizyphi spinosae
szr	ziziphi spinosi semen
szr	zizyphi spinosi semen
szxb	gametoid genital cells
szxb	genital cell
szxb	genital cells
szzy	to kill the pigs and slaughter the sheep (idiom)
tamade	as fuck
tamade	cluster fuck
tamade	cluster-fuck
tamade	face fuck
tamade	fat fuck
tamade	flying fuck
tamade	fuck
tamade	fuck a duck
tamade	fuck it
tamade	fuck ton
tamade	fuck you
tamade	fuck'n
tamade	fuck-a-duck
tamade	fuck-it
tamade	fuck-ton
tamade	fuck-tons
tamade	fuck-you finger
tamade	the fuck
tanbo	to strip to the waist
tangjie	herba seu semen erysimi aurantiaci
tangliao	diabetic urine
tangliaobing	honey-urine
tangliaobingxingfuxie	diabetic diarrhea
tangniao	diabetic urine
tangniaobin	honey-urine
tangniaobing	honey-urine
tangniaobingxingfuxie	diabetic diarrhea
tangniaobinxinfuxie	diabetic diarrhea
tanhuangpian	spring strip
taoren	(old) girl trafficked into a brothel to work as prostitute
taoren	persicae semen
taoren	semen oroxyli
taoren	semen persicae
taoreng	(old) girl trafficked into a brothel to work as prostitute
taoreng	persicae semen
taoreng	semen oroxyli
taoreng	semen persicae
taozhi	(coll.) condom
taozhi	condom
taozi	(coll.) condom
tchk	to free oneself from a life of torture
tezengdai	characteristic strip
tezhendai	characteristic strip
tezhengdai	characteristic strip
tgz	semen melo
thp	spring strip
tianjiu	dulce
tianshili	semen aesculi wilsonii
tianshini	semen aesculi wilsonii
tiansili	semen aesculi wilsonii
tianti	nude body
tianxianzhi	semen hyoscyami
tianxianzhi	semen hyosyami
tianxianzi	semen hyoscyami
tianxianzi	semen hyosyami
tianxingren	semen armeniacae dulce
tianxingren	semen armeniacse dalce
tianxingreng	semen armeniacae dulce
tianxingreng	semen armeniacse dalce
tianxinren	semen armeniacae dulce
tianxinren	semen armeniacse dalce
tiao	strip
tiaobo	sowing in strip
tiaobo	strip sowing
tiaobo	strip-seeding
tiaobo	strip-sowing
tiaochuhuoken	to free oneself from a life of torture
tiaochuhuokeng	to free oneself from a life of torture
tiaocuhuokeng	to free oneself from a life of torture
tiaoshi	boulder strip
tiaoshui	to commit suicide by jumping into water
tiaosi	boulder strip
tiaosui	to commit suicide by jumping into water
tiaoxin	a strip
tiaoxin	strip-type
tiaoxing	a strip
tiaoxing	strip-type
tiaoxingjichu	long strip footing
tiaoxingjichu	strip footing
tiaoxingjichu	strip foundation
tiaoxingjicu	long strip footing
tiaoxingjicu	strip footing
tiaoxingjicu	strip foundation
tiaoxingma	strip code
tiaoxinjichu	long strip footing
tiaoxinjichu	strip footing
tiaoxinjichu	strip foundation
tiaoxinma	strip code
tiaozengpian	adjusting strip
tiaozhengpian	adjusting strip
tiaozhenpian	adjusting strip
tiaozhi	(old) prostitute
tiaozhi	prostitute
tiaozhuang	strip
tiaozi	(old) prostitute
tiaozi	prostitute
tie	classifier for sticking plaster: strip
tietiao	magnet strip
tiexin	strip-wound core
tiexing	strip-wound core
tijiao	crowe
tinglizhi	semen lepidii apetali
tinglizhi	semen lepidii seu descurainiae
