pinyin_key	rank	candidate
niuyanmaqian	3	semen strychni angustiflorae
nizhihe	5	semen litchi
njdts	1	the Nanjing Massacre of 1937-38
njdts	2	nanjing massacre
nkz	6	piss myself
nonghuai	24	make a bitch of
nongyang	2	(coll.) male homosexual
nongyangjun	1	homosexual
nongyangjun	2	homosexual (positive term)
nongzao	32	bitch
nongzao	40	bitch up
nongzhao	32	bitch
nongzhao	40	bitch up
nsmb	2	cow's piss, horse's ulcer (idiom); worthless nonsense
nszq	3	internal genital
nuantong	7	catamite (boy as homosexual partner)
nuanzi	2	penis
nunjian	2	gang-raped
nunjian	4	gang raped
nuocheng	2	undress
nuocheng	4	to undress
nuohoujiao	2	angle of retard
nuohuangzi	2	semen sterculiae nobilis
nuoti	4	undress
nuoxuanti	10	spiral-shaped bacterium, e.g. causing syphilis
nuxinggeli	2	female genital mutilation
nuxingneishengzhiqiguan	1	female internal genital organs
nuxingneishengzhiqiguan	2	internal genital organs of female
nuxingshengzhiqibing	1	genital disorder female
nuxingshengzhiqiguan	2	female genital mutilation
nuxingwaishengzhiqiguan	1	female external genital organs
nuxingwaishengzhiqiguan	2	external genital organs of female
nuyongbiyuntao	1	female condom
nvchabiao	1	"green tea bitch", a girl who seems innocent and charming but is actually calculating and manipulative
nvsongguo	5	semen strychni ignatii
nvxingeli	2	female genital mutilation
nvxinggeli	2	female genital mutilation
nvxinggeni	2	female genital mutilation
nvxingneisengzhiqiguan	1	female internal genital organs
nvxingneisengzhiqiguan	2	internal genital organs of female
nvxingneishengzhiqiguan	1	female internal genital organs
nvxingneishengzhiqiguan	2	internal genital organs of female
nvxingneishengziqiguan	1	female internal genital organs
nvxingneishengziqiguan	2	internal genital organs of female
nvxingneishenzhiqiguan	1	female internal genital organs
nvxingneishenzhiqiguan	2	internal genital organs of female
nvxingsengzhiqibing	1	genital disorder female
nvxingsengzhiqiguan	2	female genital mutilation
nvxingshengzhiqibing	1	genital disorder female
nvxingshengzhiqiguan	2	female genital mutilation
nvxingshengziqibing	1	genital disorder female
nvxingshengziqiguan	2	female genital mutilation
nvxingshenzhiqibing	1	genital disorder female
nvxingshenzhiqiguan	2	female genital mutilation
nvxingwaisengzhiqiguan	1	female external genital organs
nvxingwaisengzhiqiguan	2	external genital organs of female
nvxingwaishengzhiqiguan	1	female external genital organs
nvxingwaishengzhiqiguan	2	external genital organs of female
nvxingwaishengziqiguan	1	female external genital organs
nvxingwaishengziqiguan	2	external genital organs of female
nvxingwaishenzhiqiguan	1	female external genital organs
nvxingwaishenzhiqiguan	2	external genital organs of female
nvxinneishengzhiqiguan	1	female internal genital organs
nvxinneishengzhiqiguan	2	internal genital organs of female
nvxinshengzhiqibin	1	genital disorder female
nvxinshengzhiqiguan	2	female genital mutilation
nvxinwaishengzhiqiguan	1	female external genital organs
nvxinwaishengzhiqiguan	2	external genital organs of female
nvyongbiyuntao	1	female condom
nxgl	2	female genital mutilation
nxnszq	2	male internal genital organs
nxnszqg	1	female internal genital organs
nxnszqg	2	internal genital organs of female
nxszqb	1	genital disorder female
nxszqg	2	female genital mutilation
nxszqg	3	male genital organs
nxszqg	4	male genital orgnas
nxszqpz	1	genital eruption male
nxszxt	2	male genital system
nxwszq	4	male external genital organs
nxwszqg	1	female external genital organs
nxwszqg	2	external genital organs of female
nxwszqg	3	external genital organs of male
nybyt	1	female condom
nymq	5	semen strychni angustiflorae
oc	5	vomit out
oc	6	vomit up
ot	1	vomit
ot	2	to vomit
ot	41	vomit-
otd	4	vomit bag
otw	1	vomit
otw	13	vomit-
ou	6	vomit
ouchu	5	vomit out
ouchu	6	vomit up
oucu	5	vomit out
oucu	6	vomit up
outu	1	vomit
outu	2	to vomit
outu	41	vomit-
outudai	4	vomit bag
outuwu	1	vomit
outuwu	13	vomit-
paibian	14	bowel movements
paibianshijin	1	bowel incontinence
paibianshijing	1	bowel incontinence
paibiansijin	1	bowel incontinence
paibianxiguan	1	bowel evacuation habit
pailiao	2	urinate
pailiao	3	to urinate
painiao	1	urinate
painiao	2	to urinate
paixiewu	40	faeces
pangguangmeidu	1	cystic syphilis
pangguangmeidu	2	syphilis of bladder
paoma	4	wet dream
pbsj	2	bowel incontinence
pbxg	1	bowel evacuation habit
penchu	33	vomit
penchu	60	vomit-
pencu	33	vomit
pencu	60	vomit-
penfen	2	to be full of shit
penfen	3	talk shit
pengchu	39	vomit
pengfeng	2	to be full of shit
pengfeng	3	talk shit
pfeqmd	1	secondary syphilis of skin
pfmj	1	bitch around
pgmd	2	cystic syphilis
pgmd	3	syphilis of bladder
pgnl	1	to piss in one's pants in terror (idiom); scared witless
ph	37	shit
phlp	1	full of shit
pian	46	to urinate or defecate
pifuerqimeidu	1	secondary syphilis of skin
pigu	20	buttock
pigunliaoliu	1	to piss in one's pants in terror (idiom); scared witless
pigunniaoliu	1	to piss in one's pants in terror (idiom); scared witless
pigunniaoniu	1	to piss in one's pants in terror (idiom); scared witless
pihua	2	shit
pihualianpian	1	full of shit
pihuanianpian	1	full of shit
pinchuanyao	58	pneumorel retard
pingchuanyao	58	pneumorel retard
pingcuanyao	58	pneumorel retard
pingniao	2	urinate frequently
pinliao	2	urinate frequently
pinniao	2	urinate frequently
pn	4	urinate
pn	14	to urinate
pn	50	urinate frequently
pofu	3	bitch
pofumajie	1	bitch around
puzhuangyingjing	1	penis palmatus
puzhuangyinjin	1	penis palmatus
puzhuangyinjing	1	penis palmatus
pxw	40	faeces
pzyj	3	penis palmatus
qch	10	piss call
qfmd	1	latent syphilis
qianfumeidu	1	latent syphilis
qiangbao	12	raped
qiangzhong	5	persistent erection
qiangzong	5	persistent erection
qianjingzishuang	2	semen euphorbiae pulveratum
qianjingzishuang	3	semen eupoarbiae pulveratum
qianjinzhishuang	2	semen euphorbiae pulveratum
qianjinzhishuang	3	semen eupoarbiae pulveratum
qianjinzishuang	2	semen euphorbiae pulveratum
qianjinzishuang	3	semen eupoarbiae pulveratum
qianliexianmeidu	1	prostatic syphilis
qianliexianmeidu	2	syphilis of prostate
qianniexianmeidu	1	prostatic syphilis
qianniexianmeidu	2	syphilis of prostate
qiaoyin	3	to be in erection
qiaoying	3	to be in erection
qichuanghao	4	piss call
qin	32	vomit
qingreantai	1	clearing heat and preventing abortion
qingtu	1	to vomit comprehensively
qingweidui	1	SS or Schutzstaffel, paramilitary organization in Nazi Germany
qingxiangzhi	4	semen celosiae
qingxiangzi	4	semen celosiae
qinreantai	1	clearing heat and preventing abortion
qintu	1	to vomit comprehensively
qinweidui	1	SS or Schutzstaffel, paramilitary organization in Nazi Germany
qinxiangzi	4	semen celosiae
qipian	33	shit
qiru	4	shit on
qishiwole	1	piss me off
qishiwole	5	shit my pants
qisiwole	1	piss me off
qisiwole	5	shit my pants
qisiwone	1	piss me off
qisiwone	5	shit my pants
qjzs	3	semen euphorbiae pulveratum
qjzs	4	semen eupoarbiae pulveratum
qlxmd	1	prostatic syphilis
qlxmd	2	syphilis of prostate
qnmd	2	shit in your hat
qnmd	3	go shit in your hat
qrat	1	clearing heat and preventing abortion
qswl	2	piss me off
qswl	6	shit my pants
quetui	3	a cripple
quezhi	10	cripple
quezi	3	cripple
qulimade	2	shit in your hat
qulimade	3	go shit in your hat
qunimade	2	shit in your hat
qunimade	3	go shit in your hat
qusi	6	eat shit and die
qutouji	2	semen capparis versicoloris
quxiao	35	shit
qwd	11	SS or Schutzstaffel, paramilitary organization in Nazi Germany
rctb	2	loosening bowel to relieve constipation
relao	22	piss-off
relao	28	piss off
relishengqi	1	piss you off
relu	17	piss somebody off
remao	4	to piss sb off
renao	22	piss-off
renao	28	piss off
renggongliuchan	1	abortion
renggongliuchan	2	complete abortion
renggongliuchan	3	illegal abortion
renggongliuchan	4	induced abortion
renggongliuchan	5	artificial abortion
renggongliuchan	10	kunstlicher abort
renggongyindao	2	artificial vagina
renggongyinjing	1	artificial penis
renggongyinjing	3	penis prosthesis
rengliu	1	abortion
rengliushoushu	1	an abortion
rengongliucan	1	abortion
rengongliucan	2	complete abortion
rengongliucan	3	illegal abortion
rengongliucan	4	induced abortion
rengongliucan	5	artificial abortion
rengongliucan	10	kunstlicher abort
rengongliuchan	1	abortion
rengongliuchan	2	complete abortion
rengongliuchan	3	illegal abortion
rengongliuchan	4	induced abortion
rengongliuchan	5	artificial abortion
rengongliuchan	10	kunstlicher abort
rengongniuchan	1	abortion
rengongniuchan	2	complete abortion
rengongniuchan	3	illegal abortion
rengongniuchan	4	induced abortion
rengongniuchan	5	artificial abortion
rengongniuchan	10	kunstlicher abort
rengongyindao	2	artificial vagina
rengongyingdao	2	artificial vagina
rengongyingjing	1	artificial penis
rengongyingjing	3	penis prosthesis
rengongyinjin	1	artificial penis
rengongyinjin	3	penis prosthesis
rengongyinjing	1	artificial penis
rengongyinjing	3	penis prosthesis
rengpachumingzhupafei	2	lit. people fear getting famous like pigs fear fattening up (for the slaughter)
rengpachumingzhupazhuang	2	lit. people fear getting famous like pigs fear fattening up (for the slaughter)
renisengqi	1	piss you off
renishengqi	1	piss you off
renishenqi	1	piss you off
renliu	1	abortion
renliushoushu	1	an abortion
renliusousu	1	an abortion
renniu	1	abortion
renniushoushu	1	an abortion
renpachumingzhupafei	2	lit. people fear getting famous like pigs fear fattening up (for the slaughter)
renpachumingzhupazhuang	2	lit. people fear getting famous like pigs fear fattening up (for the slaughter)
renpachumingzupafei	2	lit. people fear getting famous like pigs fear fattening up (for the slaughter)
renpachumingzupazhuang	2	lit. people fear getting famous like pigs fear fattening up (for the slaughter)
renpachuminzhupafei	2	lit. people fear getting famous like pigs fear fattening up (for the slaughter)
renpachuminzhupazhuang	2	lit. people fear getting famous like pigs fear fattening up (for the slaughter)
renpacumingzhupafei	2	lit. people fear getting famous like pigs fear fattening up (for the slaughter)
renpacumingzhupazhuang	2	lit. people fear getting famous like pigs fear fattening up (for the slaughter)
renu	17	piss somebody off
rglc	1	abortion
rglc	2	complete abortion
rglc	3	illegal abortion
rglc	4	induced abortion
rglc	5	artificial abortion
rglc	10	kunstlicher abort
rgyd	2	artificial vagina
rgyj	2	artificial penis
rgyj	4	penis prosthesis
rlss	1	an abortion
rnsq	1	piss you off
roubang	1	penis
rpcmzpf	2	lit. people fear getting famous like pigs fear fattening up (for the slaughter)
rpcmzpz	2	lit. people fear getting famous like pigs fear fattening up (for the slaughter)
runcangtongbian	2	loosening bowel to relieve constipation
runchangtongbian	2	loosening bowel to relieve constipation
ruyitao	1	condom
ruyitao	2	(dialect) condom
ryt	1	condom
ryt	2	(dialect) condom
sadage	3	idiot
sadan	61	idiot
sagua	2	idiot
saliao	1	piss
saliao	2	urinate
saliao	3	to piss
saliao	4	to urinate
salu	1	massacre
salu	2	slaughter
salu	3	to massacre
salu	4	to slaughter
samao	3	idiot
sangcanren	1	cripple
sangyin	16	addict
saniao	1	piss
saniao	2	urinate
saniao	3	to piss
saniao	4	to urinate
saniuzaiyang	2	slaughter the cattle and butcher the sheep
sanqimeidu	2	syphilis tertiaria
santaoren	2	semen pruni davidianae
sanzha	40	tit wank
sanzhicha	3	radix seu semen pittospori illicioidis
saofeihua	1	cut the shit
sarenzhe	8	slaughter man
sayuanzi	4	semen astragail complanati
sayuanzi	5	semen astragali complanati
sazi	2	idiot
sazi	6	moron
sbaz	3	erection of equipment
sbx	12	deform
scd	61	stillborn
scr	1	cripple
sdg	3	idiot
sengmubiao	1	(Internet slang) sanctimonious bitch
sengzhibuwei	1	genital area
sengzhidao	1	genital meatus
sengzhidao	2	genital tract
sengzhide	2	genital
sengzhijiejie	3	genital tubercle
sengzhijiejie	4	genital tubercles
sengzhikong	2	genital aperture
sengzhikong	3	genital orifice
sengzhikong	4	genital orifices
sengzhikong	5	genital pore
sengzhiqi	3	genital
sengzhiqiang	1	genital atrium
sengzhiqiang	2	genital cavity
sengzhiqiang	3	genital chamber
sengzhiqiang	4	genital cloaca
sengzhiqiang	5	genital coelom
sengzhiqiguan	3	genital organs
sengzhiqinianzhujunbing	1	genital candidiasis
sengzhiqinianzhujunbing	3	moniliasis genital
sengzhiqisuizhong	1	oedema genital
sengzhiqiyou	1	genital wart
sengzhiqiyou	2	genital warts
sengzhirutu	1	genital papilla
sengzhirutu	2	genital papillae
sengzhixianji	1	genital ridge
sengzhixitong	2	genital system
sengzhixitong	3	genital systems
senjingmeidu	2	nervous syphilis
sentizhanghai	1	cripple
seqi	6	abort
seqi	8	to abort
sfdx	3	shit bricks
sfdx	4	shit a brick
sfh	30	cut the shit
sg	14	idiot
sgxcwhs	1	anastomosis of esophagus to small bowel
shadage	3	idiot
shadan	1	idiot
shagua	2	idiot
shaliuzaiyang	2	slaughter the cattle and butcher the sheep
shalu	1	massacre
shalu	2	slaughter
shalu	3	to massacre
shalu	4	to slaughter
shamao	3	idiot
shangcanren	1	cripple
shangcanreng	1	cripple
shangchanren	1	cripple
shangyin	5	addict
shangying	13	addict
shaniao	1	piss
shaniao	2	urinate
shaniao	3	to piss
shaniao	4	to urinate
shaniuzaiyang	2	slaughter the cattle and butcher the sheep
shaniuzhaiyang	2	slaughter the cattle and butcher the sheep
shanqimeidu	2	syphilis tertiaria
shantaoren	2	semen pruni davidianae
shantaoreng	2	semen pruni davidianae
shanu	1	massacre
shanu	2	slaughter
shanu	3	to massacre
shanu	4	to slaughter
shanza	40	tit wank
shanzha	40	tit wank
shanzhica	3	radix seu semen pittospori illicioidis
shanzhicha	3	radix seu semen pittospori illicioidis
shanzicha	3	radix seu semen pittospori illicioidis
shaofeihua	1	cut the shit
sharengzhe	8	slaughter man
sharenze	8	slaughter man
sharenzhe	8	slaughter man
shayuanzhi	4	semen astragail complanati
shayuanzhi	5	semen astragali complanati
shayuanzi	4	semen astragail complanati
shayuanzi	5	semen astragali complanati
shazhi	33	idiot
shazhi	37	moron
shazi	2	idiot
shazi	6	moron
shengjingmeidu	2	nervous syphilis
shengmubiao	1	(Internet slang) sanctimonious bitch
shengtizhanghai	1	cripple
shengzhibuwei	1	genital area
shengzhidao	1	genital meatus
shengzhidao	2	genital tract
shengzhide	2	genital
shengzhijiejie	3	genital tubercle
shengzhijiejie	4	genital tubercles
shengzhikong	2	genital aperture
shengzhikong	3	genital orifice
shengzhikong	4	genital orifices
shengzhikong	5	genital pore
shengzhiqi	3	genital
shengzhiqiang	1	genital atrium
shengzhiqiang	2	genital cavity
shengzhiqiang	3	genital chamber
shengzhiqiang	4	genital cloaca
shengzhiqiang	5	genital coelom
shengzhiqiguan	3	genital organs
shengzhiqilianzhujunbing	1	genital candidiasis
shengzhiqilianzhujunbing	3	moniliasis genital
shengzhiqinianzhujunbin	1	genital candidiasis
shengzhiqinianzhujunbin	3	moniliasis genital
shengzhiqinianzhujunbing	1	genital candidiasis
shengzhiqinianzhujunbing	3	moniliasis genital
shengzhiqishuizhong	1	oedema genital
shengzhiqiyou	1	genital wart
shengzhiqiyou	2	genital warts
shengzhirutu	1	genital papilla
shengzhirutu	2	genital papillae
shengzhixianji	1	genital ridge
shengzhixitong	2	genital system
shengzhixitong	3	genital systems
shengzibuwei	1	genital area
shengzidao	1	genital meatus
shengzidao	2	genital tract
shengzide	2	genital
shengzijiejie	3	genital tubercle
shengzijiejie	4	genital tubercles
shengzikong	2	genital aperture
shengzikong	3	genital orifice
shengzikong	4	genital orifices
shengzikong	5	genital pore
shengziqi	3	genital
shengziqiang	1	genital atrium
shengziqiang	2	genital cavity
shengziqiang	3	genital chamber
shengziqiang	4	genital cloaca
shengziqiang	5	genital coelom
shengziqiguan	3	genital organs
shengziqinianzujunbing	1	genital candidiasis
shengziqinianzujunbing	3	moniliasis genital
shengziqishuizong	1	oedema genital
shengziqiyou	1	genital wart
shengziqiyou	2	genital warts
shengzirutu	1	genital papilla
shengzirutu	2	genital papillae
shengzixianji	1	genital ridge
shengzixitong	2	genital system
shengzixitong	3	genital systems
shenjingmeidu	2	nervous syphilis
shenjinmeidu	2	nervous syphilis
shenmubiao	1	(Internet slang) sanctimonious bitch
shentizanghai	1	cripple
shentizhanghai	1	cripple
shenzhibuwei	1	genital area
shenzhidao	1	genital meatus
shenzhidao	2	genital tract
shenzhide	2	genital
shenzhijiejie	3	genital tubercle
shenzhijiejie	4	genital tubercles
shenzhikong	2	genital aperture
shenzhikong	3	genital orifice
shenzhikong	4	genital orifices
shenzhikong	5	genital pore
shenzhiqi	3	genital
shenzhiqiang	1	genital atrium
shenzhiqiang	2	genital cavity
shenzhiqiang	3	genital chamber
shenzhiqiang	4	genital cloaca
shenzhiqiang	5	genital coelom
shenzhiqiguan	3	genital organs
shenzhiqinianzhujunbing	1	genital candidiasis
shenzhiqinianzhujunbing	3	moniliasis genital
shenzhiqishuizhong	1	oedema genital
shenzhiqiyou	1	genital wart
shenzhiqiyou	2	genital warts
shenzhirutu	1	genital papilla
shenzhirutu	2	genital papillae
shenzhixianji	1	genital ridge
shenzhixitong	2	genital system
shenzhixitong	3	genital systems
sheqi	2	abort
sheqi	4	to abort
shh	54	bitch about
shibi	18	to have a bitch fight
shibianxin	3	deform
shibianxing	3	deform
shichande	1	stillborn
shifendanxin	1	shit bricks
shifendanxin	2	shit a brick
shifendanxing	1	shit bricks
shifendanxing	2	shit a brick
shifengdanxin	1	shit bricks
shifengdanxin	2	shit a brick
shiguanxiaocangwenheshu	1	anastomosis of esophagus to small bowel
shiguanxiaochangwengheshu	1	anastomosis of esophagus to small bowel
shiguanxiaochangwenheshu	1	anastomosis of esophagus to small bowel
shiguazi	2	semen luffae
shike	27	shit-eater
shiken	4	shit hole
shikeng	4	shit hole
shilianzhi	5	semen loti
shilianzi	5	semen loti
shiliuzi	5	semen punicae
shinianzi	5	semen loti
shiniuzi	5	semen punicae
shishengde	1	bastard
shishengjingneiqiao	3	vagina interna nervi optici
shishengjingneiqiao	4	vagina interna nervus optici
shishengjingwaiqiao	4	vagina externa nervi optici
shishengjingwaiqiao	5	vagina externa nervus otici
shishengnv	1	bastard daughter
shishengqi	3	piss
shishengqi	20	piss somebody off
shishengqi	21	piss someone off
shishengzi	1	bastard
shishengzi	9	a bastard
shishengzi	11	bastard child
shishengzi	12	bastard son
shishengzi	41	bastard eigne
shishengzinv	1	bastard
shishenjingleiqiao	3	vagina interna nervi optici
shishenjingleiqiao	4	vagina interna nervus optici
shishenjingneiqiao	3	vagina interna nervi optici
shishenjingneiqiao	4	vagina interna nervus optici
shishenjingwaiqiao	4	vagina externa nervi optici
shishenjingwaiqiao	5	vagina externa nervus otici
shishenjinneiqiao	3	vagina interna nervi optici
shishenjinneiqiao	4	vagina interna nervus optici
shishenjinwaiqiao	4	vagina externa nervi optici
shishenjinwaiqiao	5	vagina externa nervus otici
shishenqi	3	piss
shishenqi	20	piss somebody off
shishenqi	21	piss someone off
shishoushun	1	cripple
shishousun	1	cripple
shitai	54	stillborn foetus
shitai	55	stillborn infant
shiyiercanan	1	the massacre of 12th Mar 1927
shiyuandian	1	beats the shit out of me
shoulvezhe	1	raped me
shounuezhe	1	raped me
shounveze	1	raped me
shounvezhe	1	raped me
shoushu	18	lynch operation lynch
shuaidaole	3	wank off
shuaidaone	3	wank off
shuangyindao	1	double vagina
shuangyindao	3	vagina doublex
shuangyingdao	1	double vagina
shuangyingdao	3	vagina doublex
shuimanjin	1	bastard speedwell
shuimanjing	1	bastard speedwell
shuipao	54	urinate
shuipao	56	to urinate
shujingguanmeidu	1	syphilis of vas deferens
shujinguanmeidu	1	syphilis of vas deferens
shuliaoguanmeidu	1	syphilis of ureter
shuluanguanrengshengliuchan	1	tubal abortion
shuluanguanrengshengpolie	1	tubal abortion
shuluanguanrenshenliucan	1	tubal abortion
shuluanguanrenshenliuchan	1	tubal abortion
shuluanguanrenshenpolie	1	tubal abortion
shuniaoguanmeidu	1	syphilis of ureter
shunuanguanrenshenniuchan	1	tubal abortion
shunuanguanrenshenponie	1	tubal abortion
shuohuaihua	10	bitch about
shuoluozi	4	semen aesculi
shuoshuohua	1	shit-talking
shuzhi	50	bastard pine
shuzi	8	bastard
sibi	3	to have a bitch fight
sibianxing	51	deform
sicande	1	stillborn
sichande	1	stillborn
sifendanxin	1	shit bricks
sifendanxin	2	shit a brick
siguanxiaochangwenhesu	1	anastomosis of esophagus to small bowel
siguazhi	2	semen luffae
siguazi	2	semen luffae
sike	37	shit-eater
sikeng	4	shit hole
silianzi	5	semen loti
siliuzi	5	semen punicae
sisengde	1	bastard
sisengnv	1	bastard daughter
sisengqi	3	piss
sisengqi	20	piss somebody off
sisengqi	21	piss someone off
sisengzi	1	bastard
sisengzi	9	a bastard
sisengzi	11	bastard child
sisengzi	12	bastard son
sisengzi	41	bastard eigne
sisengzinv	1	bastard
sisenjingneiqiao	3	vagina interna nervi optici
sisenjingneiqiao	4	vagina interna nervus optici
sisenjingwaiqiao	4	vagina externa nervi optici
sisenjingwaiqiao	5	vagina externa nervus otici
sishende	1	bastard
sishengde	1	bastard
sishenglv	1	bastard daughter
sishengnu	1	bastard daughter
sishengnv	1	bastard daughter
sishengzhi	1	bastard
sishengzhi	9	a bastard
sishengzhi	11	bastard child
sishengzhi	12	bastard son
sishengzhi	41	bastard eigne
sishengzhinv	1	bastard
sishengzi	1	bastard
sishengzi	9	a bastard
sishengzi	11	bastard child
sishengzi	12	bastard son
sishengzi	41	bastard eigne
sishengzilv	1	bastard
sishengzinu	1	bastard
sishengzinv	1	bastard
sishennv	1	bastard daughter
sishenzi	1	bastard
sishenzi	9	a bastard
sishenzi	11	bastard child
sishenzi	12	bastard son
sishenzi	41	bastard eigne
sishenzinv	1	bastard
sisousun	1	cripple
sitai	10	stillborn foetus
sitai	11	stillborn infant
sixin	54	lynch
sixin	61	lynch law
sixin	62	lynch laws
sixing	29	lynch
sixing	36	lynch law
sixing	37	lynch laws
siyiercanan	1	the massacre of 12th Mar 1927
siyierchanan	1	the massacre of 12th Mar 1927
siyuandian	1	beats the shit out of me
sjgmd	4	syphilis of vas deferens
sjmd	7	nervous syphilis
slgrslc	1	tubal abortion
slgrspl	1	tubal abortion
smb	3	(Internet slang) sanctimonious bitch
smj	51	bastard speedwell
sn	19	piss
sn	20	urinate
sngmd	1	syphilis of ureter
snz	16	raped me
snzy	2	slaughter the cattle and butcher the sheep
songzhiren	2	semen pini
songziren	2	semen pini
songzireng	2	semen pini
sou	10	urinate
sou	33	to urinate
sounvezhe	1	raped me
sousu	18	lynch operation lynch
sq	50	abort
sqmd	3	syphilis tertiaria
srz	24	slaughter man
ssd	45	bastard
ssh	55	shit-talking
ssjnq	3	vagina interna nervi optici
ssjnq	4	vagina interna nervus optici
ssjwq	4	vagina externa nervi optici
ssjwq	5	vagina externa nervus otici
ssn	24	bastard daughter
ssq	6	piss
sss	49	cripple
ssz	2	bastard
ssz	47	a bastard
ssz	49	bastard child
ssz	50	bastard son
sszn	1	bastard
stzh	1	cripple
sui	29	urinate
sui	58	to urinate
suimanjing	1	bastard speedwell
suipao	2	urinate
suipao	4	to urinate
sujingguanmeidu	1	syphilis of vas deferens
suluanguanrensenliuchan	1	tubal abortion
suluanguanrensenpolie	1	tubal abortion
suniaoguanmeidu	1	syphilis of ureter
suohuaihua	10	bitch about
suoluozhi	4	semen aesculi
suoluozi	4	semen aesculi
suonuozi	4	semen aesculi
suosuohua	1	shit-talking
suzi	14	bastard
syeca	1	the massacre of 12th Mar 1927
sz	47	idiot
szbw	3	genital area
szqg	3	genital organs
szqnzjb	1	genital candidiasis
szqnzjb	3	moniliasis genital
szqsz	1	oedema genital
szqy	4	genital wart
szqy	5	genital warts
szrt	4	genital papilla
szrt	5	genital papillae
szxj	1	genital ridge
szxt	3	genital system
szxt	4	genital systems
taichuanmeidu	1	syphilis congenita
taicuanmeidu	1	syphilis congenita
taihaole	18	that's a bitch
taihaone	18	that's a bitch
tanshuanli	22	quilonum retard
tansuanli	22	quilonum retard
tansuanni	22	quilonum retard
tanyu	17	a piss pot
taoer	1	condom
taotao	2	condom
taotao	4	(slang) condom
taozi	3	condom
tc	18	abort
tcl	12	vomit up
tcmd	4	syphilis congenita
tfwzy	1	cellulitis of buttock
thd	28	virginia tech massacre
thl	22	that's a bitch
tiangen	2	lynch
tiangeng	2	lynch
tianguazhi	2	semen melo
tianguazi	2	semen melo
tihuidao	1	virginia tech massacre
tinglizhi	3	semen descurainiae
tinglizhi	4	semen lepidii
tinglizhi	5	semen tingli
tinglizi	3	semen descurainiae
tinglizi	4	semen lepidii
tinglizi	5	semen tingli
tingnizi	3	semen descurainiae
tingnizi	4	semen lepidii
tingnizi	5	semen tingli
tishiden	1	idiot light
tishiden	2	idiot lights
tishideng	1	idiot light
tishideng	2	idiot lights
tishipai	1	idiot boards
tisideng	1	idiot light
tisideng	2	idiot lights
tisipai	1	idiot boards
tongqin	31	bowel
tongqing	25	bowel
tongqingxin	1	bowel
tongqingxing	1	bowel
tongqinxin	1	bowel
tongxin	48	homosexual
tongxinai	1	homosexual
tongxing	1	homosexual
tongxingai	1	homosexual
tongxinghunyin	7	homosexual marriage
tongxinghunying	7	homosexual marriage
tongxinglian	8	homosexual
tongxinglian	14	anti-homosexual
tongxingliande	5	homosexual
tongxinglianlan	1	homosexual males
tongxingliannan	1	homosexual males
tongxinglianze	1	homosexual
tongxinglianze	20	homosexual person
tongxinglianzhe	1	homosexual
tongxinglianzhe	20	homosexual person
tongxingnian	8	homosexual
tongxingnian	14	anti-homosexual
tongxingniande	5	homosexual
tongxingniannan	1	homosexual males
tongxingnianzhe	1	homosexual
tongxingnianzhe	20	homosexual person
tongxingxieli	9	piss in a quill
tongxinhunyin	7	homosexual marriage
tongxinlian	8	homosexual
tongxinlian	14	anti-homosexual
tongxinliande	5	homosexual
tongxinliannan	1	homosexual males
tongxinlianzhe	1	homosexual
tongxinlianzhe	20	homosexual person
tongxinxieli	9	piss in a quill
tongxinxieni	9	piss in a quill
tongyin	17	piss-ups
tongying	17	piss-ups
tongzhi	5	homosexual
tongzhi	16	(slang) homosexual
tongzi	16	homosexual
tongzi	27	(slang) homosexual
tqx	1	bowel
ts	42	bloodbath
ts	44	massacre
tsp	4	idiot boards
tu	15	vomit
tu	39	massacre
tu	40	slaughter
tu	57	to vomit
tuceng	37	to massacre everyone in a captured city
tuchen	1	to massacre everyone in a captured city
tucheng	1	to massacre everyone in a captured city
tuchu	38	vomit
tuchulai	4	vomit up
tuchunai	4	vomit up
tucu	38	vomit
tuculai	4	vomit up
tuichi	10	retard
tuichu	5	abort
tuichu	13	to abort
tuici	21	retard
tuicu	5	abort
tuicu	13	to abort
tuisao	2	abort a fever
tuishao	2	abort a fever
tulu	5	massacre
tulu	6	slaughter
tun	11	vomit
tunbu	5	buttock
tunfengwozhiyan	1	cellulitis of buttock
tunfengwoziyan	1	cellulitis of buttock
tunfenwozhiyan	1	cellulitis of buttock
tunjin	1	to swallow semen
tunjing	1	to swallow semen
tunu	5	massacre
tunu	6	slaughter
tuodiao	14	undress
tuoman	1	retard
tuoman	2	to retard
tuoyifu	1	undress
tuozhu	6	retard
tuozu	6	retard
tusa	1	bloodbath
tusa	3	massacre
tusa	4	to massacre
tusa	5	slaughter
tusha	1	bloodbath
tusha	3	massacre
tusha	4	to massacre
tusha	5	slaughter
tuzai	2	slaughter
tuzai	4	to slaughter
tuzaicang	7	slaughter house
tuzaicang	8	slaughter-house
tuzaicang	9	slaughter-houses
tuzaicejian	1	slaughter hall
tuzaichang	7	slaughter house
tuzaichang	8	slaughter-house
tuzaichang	9	slaughter-houses
tuzaichejian	1	slaughter hall
tuzaishui	2	slaughter tax
tuzaishui	3	animal slaughter tax
tuzaishui	4	slaughter house tax
tuzaisui	2	slaughter tax
tuzaisui	3	animal slaughter tax
tuzaisui	4	slaughter house tax
tuzaizi	1	bastard
tuzhai	2	slaughter
tuzhai	4	to slaughter
tuzhaichang	7	slaughter house
tuzhaichang	8	slaughter-house
